q1,q2,q3,q4,q5,q6,q7,q12,q13,q15,q18,q24
6,1,3,2,E,1.65,86.18,1,1,2,2,2
4,1,1,2,E,1.63,56.7,1,1,1,2,2
6,2,3,2,E,1.75,68.04,1,1,1,2,2
4,1,2,2,E,1.52,65.77,1,1,1,2,2
5,2,3,2,E,1.83,72.58,1,1,1,2,2
6,1,3,2,E,1.83,65.77,1,1,1,2,2
5,1,2,2,E,1.57,47.63,1,1,1,2,2
6,2,3,2,E,1.8,106.6,1,1,1,2,2
6,1,3,2,E,1.65,68.04,1,1,1,2,1
5,2,2,2,E,1.83,62.14,1,1,1,2,2
6,2,3,2,E,1.78,120.2,1,1,1,2,2
6,2,3,2,E,1.68,58.97,1,1,1,2,2
5,1,2,2,E,1.8,81.65,1,1,1,2,2
4,2,1,2,E,1.83,77.11,1,1,1,2,2
6,1,3,2,E,1.7,62.6,1,1,1,2,2
4,1,2,2,E,1.7,99.79,1,1,1,2,2
4,1,2,2,E,1.65,63.05,1,1,1,2,2
4,1,1,2,E,1.68,56.7,1,1,1,2,2
6,1,3,2,E,1.63,57.61,1,1,1,2,2
4,1,2,2,E,1.75,49.9,1,1,1,2,2
4,1,1,2,E,1.65,54.89,1,1,1,2,2
6,1,3,2,E,1.6,63.5,1,1,1,2,2
4,2,2,2,E,1.73,72.58,1,1,1,2,2
6,1,4,2,E,1.8,79.38,5,1,1,1,1
6,2,3,2,E,1.85,69.4,1,1,1,2,1
5,2,2,2,E,1.88,73.03,1,1,1,2,2
6,2,4,2,B,1.83,69.85,1,1,1,1,2
5,2,2,1,E,1.85,95.26,1,2,4,1,1
5,1,3,2,E,1.57,45.36,1,1,1,2,2
5,1,3,2,E,1.68,63.5,1,1,1,1,2
4,1,2,2,B  E,1.65,61.24,1,1,1,2,2
5,1,2,2,E,1.63,49.9,1,1,1,1,2
6,2,3,2,E,1.78,54.43,1,1,1,2,2
6,2,3,2,E,1.68,79.38,1,1,1,2,2
3,2,1,2,E,1.73,51.71,1,1,1,1,1
4,1,1,2,E,1.6,68.04,1,1,1,2,2
6,2,4,2,A   E,1.88,82.56,1,1,1,2,2
4,2,2,2,E,1.8,72.58,1,1,1,1,2
5,2,3,2,E,1.8,68.04,1,1,1,2,2
3,2,1,2,E,1.75,67.13,1,1,1,2,2
5,2,2,2,E,1.7,58.97,1,1,1,2,1
7,2,4,2,E,1.78,65.77,1,1,1,2,2
4,1,1,2,E,1.6,59.88,1,1,1,2,2
6,1,3,2,E,1.8,63.5,1,1,1,2,2
4,1,2,1,E,1.63,63.5,1,1,1,2,1
7,1,4,2,E,1.6,52.62,1,1,1,2,1
6,2,3,2,B,1.75,72.58,1,1,1,2,2
5,1,3,2,E,1.63,54.43,1,1,1,2,2
6,1,3,1,E,1.68,54.43,1,1,1,2,2
5,1,3,2,E,1.65,72.58,1,1,1,2,2
7,1,3,2,E,1.7,59.88,2,1,1,2,2
5,1,3,2,E,1.73,54.43,1,1,1,2,2
5,1,3,2,E,1.63,87.54,1,1,1,2,2
6,1,3,2,E,1.75,63.5,1,1,1,1,1
5,1,3,2,E,1.65,68.04,1,1,1,2,2
5,1,3,2,E,1.68,58.97,1,1,1,1,2
6,1,3,2,A,1.6,117.94,1,1,1,2,1
7,1,4,2,E,1.63,63.5,1,1,1,2,2
7,2,4,2,E,1.68,61.24,1,1,1,2,2
7,1,4,2,E,1.78,77.11,1,1,1,1,2
6,1,4,2,E,1.57,74.39,1,1,1,1,1
6,1,4,2,E,1.75,77.11,1,1,1,2,2
6,1,3,2,E,1.63,49.9,1,1,1,2,1
6,1,3,2,E,1.68,61.24,1,1,1,1,2
6,1,3,2,E,1.6,56.7,1,1,1,2,2
6,1,4,2,E,1.68,63.5,1,1,1,1,1
7,,4,2,E,,,1,1,1,2,1
6,2,4,2,CD,1.9,88.45,1,1,3,2,1
6,1,4,2,E,1.63,56.7,1,1,1,2,2
7,1,4,2,E,1.7,54.43,1,1,1,1,2
6,,3,2,E,,,1,1,1,2,2
7,1,4,2,B,1.6,86.18,1,1,1,1,2
6,1,4,2,A,1.63,52.16,1,1,1,2,1
7,1,4,1,E,1.65,70.31,1,1,1,2,1
6,2,4,2,E,1.73,65.77,1,1,1,2,2
6,1,4,2,E,1.68,58.06,1,1,1,2,2
4,2,2,2,C,1.83,108.86,1,1,2,1,2
4,1,2,2,C,1.65,83.92,1,1,1,2,2
5,2,2,2,C,1.65,68.04,1,1,1,1,2
5,1,2,2,C,1.57,81.65,1,1,4,1,2
6,1,2,2,C,1.7,68.95,1,1,1,1,2
6,1,2,2,C,1.7,81.65,1,1,1,2,2
3,2,1,1,C,,,1,1,1,2,2
6,1,3,1,,1.75,59.42,1,1,1,2,2
6,2,2,1,,1.57,56.7,1,1,1,2,2
5,2,2,2,E,,,1,1,1,1,2
5,1,2,2,C,1.68,74.84,1,1,1,2,2
4,2,2,2,C,1.83,78.47,1,1,1,1,2
5,2,2,2,C E,1.85,108.86,1,1,1,1,2
4,1,1,2,E,1.63,99.79,1,1,1,2,1
3,1,1,2,A C,1.68,68.04,1,1,1,2,2
4,1,1,2,C,1.63,89.81,1,1,1,2,2
3,1,1,2,C,1.55,53.52,1,1,1,2,2
4,2,1,2,C,1.63,52.16,1,1,2,2,2
4,1,1,2,C,1.6,84.82,1,1,1,2,2
3,1,1,2,C,1.57,69.85,1,1,1,1,2
5,2,2,2,C,1.73,63.5,1,3,1,1,2
5,1,2,2,C,1.63,104.33,1,1,1,2,1
5,1,1,2,C,1.45,49.9,,1,1,2,2
5,2,2,2,C,1.73,83.01,5,1,1,1,2
6,2,2,2,C,1.8,143.79,1,1,1,2,2
3,2,1,2,BC E,1.7,69.85,1,1,1,2,2
5,2,2,2,C,1.7,78.47,1,1,1,2,2
5,1,2,2,C,1.75,69.4,1,1,1,2,2
4,2,1,2,C,1.8,56.25,2,1,1,2,2
5,2,2,2,C,1.78,101.61,1,1,1,2,2
3,1,1,,C,1.55,56.7,1,2,4,1,1
5,2,2,2,C,1.73,82.56,1,1,1,2,2
5,2,2,2,C,,,1,1,1,2,2
4,1,1,2,C,1.65,67.13,1,1,2,2,1
5,1,3,2,C,,,1,1,1,2,2
6,1,4,2,C,1.68,68.04,1,1,1,2,2
4,2,2,2,C,1.78,95.26,1,1,1,2,2
5,2,2,2,C,1.85,76.2,1,1,1,2,2
4,2,1,2,C E,1.83,101.15,1,1,1,2,2
6,2,4,2,C,1.73,61.69,1,1,1,2,2
3,2,1,2,C,1.63,56.7,1,1,1,2,2
4,2,2,2,C,2.01,127.01,1,1,1,2,2
3,1,1,2,C,1.6,44.45,1,1,1,2,2
5,2,3,2,C,1.83,158.76,1,1,1,1,2
6,1,3,2,C,1.65,53.98,1,1,1,2,2
6,2,3,2,C,1.7,49.9,1,1,8,1,2
6,2,4,2,C,1.93,88.45,1,1,1,2,2
5,2,2,2,C,1.78,83.92,1,1,1,2,2
4,2,2,2,C,1.73,68.04,1,1,1,1,2
3,2,1,2,C,1.88,78.47,1,1,1,1,2
5,1,2,1,D,1.63,49.9,1,1,1,1,2
5,1,1,2,C,1.57,95.26,1,1,1,2,1
5,2,2,2,C,1.8,83.92,1,1,1,1,2
5,1,2,2,C,,,1,1,1,1,2
5,2,2,2,C,1.73,72.58,1,1,1,2,2
5,1,2,,C E,1.57,46.27,1,1,1,1,2
4,1,1,2,C,1.55,63.5,1,1,1,2,2
4,2,2,2,C,1.98,71.22,1,1,1,1,2
6,2,2,2,C,,,1,1,1,2,2
5,1,1,2,C,1.65,130.18,1,1,1,1,1
3,2,1,2,C,1.78,65.32,1,1,1,2,2
5,2,2,2,C,1.85,83.92,1,1,1,1,2
4,2,1,2,A C,1.78,104.33,1,1,1,1,2
5,1,2,2,ABC,,,1,1,1,2,2
4,2,2,2,C,1.73,73.03,1,1,1,1,1
3,1,1,2,C,1.7,53.98,1,1,4,1,2
6,2,2,2,C,1.8,79.38,1,1,1,1,2
3,2,1,2,C,1.65,56.7,1,1,1,1,2
5,1,3,2,C,1.52,55.34,1,1,1,2,2
7,2,4,2,C,1.78,68.04,1,1,1,1,2
5,2,3,2,CD,1.8,84.37,1,1,2,1,2
7,1,4,2,C,1.7,80.74,1,1,1,1,2
7,1,4,1,,,,1,1,1,2,2
6,1,3,2,C,1.55,52.16,1,1,1,2,2
6,2,3,2,C,1.78,74.39,1,1,1,2,2
7,1,4,2,C,1.63,81.65,1,1,1,2,2
6,1,3,2,C,1.68,115.67,1,1,1,1,2
7,2,4,2,C,1.63,103.42,1,1,1,2,2
7,1,4,2,C,1.73,81.65,1,1,1,1,2
7,1,4,2,C,1.57,47.63,1,1,1,2,2
6,2,3,2,C,1.83,76.2,1,5,3,1,1
6,1,4,2,C,1.7,58.97,1,1,1,1,2
6,2,4,2,C,1.85,72.58,1,1,1,2,2
5,1,3,2,C,,,1,1,1,2,2
7,2,4,2,C,1.63,98.43,1,1,1,2,2
5,1,3,2,C E,1.73,92.99,1,1,1,1,1
5,2,4,2,C,1.83,88.45,1,1,1,2,2
5,2,3,2,C,1.8,90.72,1,1,1,2,2
7,1,4,2,C,1.63,98.88,1,1,2,1,2
6,2,3,2,C,1.83,99.79,1,1,1,2,2
6,2,3,2,C,1.78,63.5,1,1,1,1,2
7,1,4,2,C,1.55,68.04,1,1,1,1,2
7,2,4,2,C,1.88,78.93,1,1,1,2,2
5,2,3,2,C,1.75,74.84,1,3,1,1,2
7,1,4,2,C,1.63,43.09,1,1,1,2,2
6,2,3,2,C,1.68,64.41,1,1,1,2,2
7,1,4,2,C,1.73,102.06,1,1,1,2,2
7,2,3,2,C,1.88,68.04,1,5,2,1,1
6,2,4,2,C,1.85,63.5,1,1,4,1,2
6,2,3,2,C,1.7,63.96,1,1,1,2,2
7,1,4,2,C,1.6,64.41,1,1,1,1,2
7,1,3,2,C,1.57,90.72,1,1,1,1,2
6,2,3,2,C,1.9,72.58,1,1,1,2,2
6,2,4,2,C,1.75,55.79,1,1,1,2,2
7,2,4,2,BC,1.83,70.31,1,1,1,2,2
6,2,3,2,C,1.75,63.5,1,3,1,1,2
6,2,3,2,E,1.73,70.31,1,1,1,1,2
7,1,4,2,C,1.68,82.56,1,1,3,1,2
7,2,4,2,C,1.73,121.11,1,3,1,2,2
5,2,3,2,C,1.73,54.43,1,1,1,2,2
6,2,3,2,C,1.7,74.84,1,1,1,2,2
7,2,4,2,C,1.9,74.84,1,5,1,2,2
7,2,4,1,,1.65,64.41,1,1,1,2,2
5,2,3,,C,1.78,72.58,1,3,1,1,2
5,1,3,2,C,1.63,61.24,1,1,1,2,2
7,1,4,2,C,1.68,71.67,1,1,1,2,2
5,2,3,1,A,1.7,69.4,1,1,1,1,2
5,1,3,2,C,1.63,68.04,1,1,1,1,2
7,2,4,2,C,1.8,66.68,1,1,1,2,2
6,2,4,2,C,1.78,65.77,1,1,1,2,2
5,2,3,1,E,1.8,99.79,1,1,2,2,2
7,2,4,2,C,1.78,82.56,,1,,1,2
6,2,3,2,C,1.78,56.7,1,1,1,2,2
6,2,3,2,C,1.78,99.79,1,1,1,2,1
6,1,4,2,C,1.68,102.06,1,1,1,1,2
5,2,3,1,B,1.68,50.8,1,1,3,1,1
6,2,4,2,C,1.9,104.33,1,1,1,1,2
6,1,3,2,C,1.68,73.48,1,1,1,2,2
6,2,3,2,C,1.65,63.5,1,1,1,2,2
6,1,4,2,C,1.6,49.9,1,1,1,2,2
5,1,3,2,C,1.63,90.72,1,1,1,1,2
6,2,4,2,BC,1.88,99.79,1,5,1,1,2
5,2,3,2,C,1.68,71.67,1,1,1,2,2
5,2,2,,E,,,1,1,1,2,2
5,1,2,2,E,1.65,61.24,1,1,1,2,2
4,1,2,2,E,1.73,63.5,1,1,1,2,2
4,2,2,2,E,1.68,70.31,1,1,1,1,2
5,2,2,2,E,1.68,54.43,1,1,1,2,1
4,1,2,2,E,1.57,58.97,1,1,1,2,2
4,2,2,2,E,,,3,1,4,2,1
5,1,2,2,E,,,1,1,1,,1
5,2,2,1,E,1.63,49.9,1,1,1,1,2
4,2,2,2,C E,1.85,89.81,1,1,1,2,2
4,2,2,2,E,1.65,49.9,1,1,1,2,2
4,1,2,2,E,1.63,45.36,1,1,1,2,2
4,2,2,2,E,1.68,65.32,1,1,1,2,2
4,2,2,2,E,1.8,76.66,1,1,1,2,1
4,1,2,2,E,1.6,51.26,1,1,1,2,2
5,1,2,1,,1.57,64.41,1,1,1,2,2
4,2,2,2,A   E,1.78,80.74,1,1,1,2,2
4,2,2,2,B  E,1.7,72.58,1,1,1,2,2
5,1,2,2,C E,1.7,72.58,1,1,1,2,1
6,2,3,2,E,1.8,65.77,1,1,1,2,1
4,1,2,2,E,1.68,81.65,1,1,1,2,1
5,1,2,2,E,1.6,43.09,1,1,1,2,2
6,1,3,2,E,1.57,61.24,1,1,1,2,2
6,2,3,2,E,1.8,79.38,1,1,1,1,2
5,1,2,2,C E,1.57,66.23,1,1,1,2,1
5,2,2,2,E,1.83,78.93,1,1,1,1,2
5,1,3,2,E,1.6,59.88,1,1,1,2,1
5,2,2,2,E,1.96,72.58,1,1,1,2,2
5,1,2,2,E,1.7,77.11,1,1,3,2,2
4,1,2,2,E,1.7,58.97,1,1,1,2,2
4,1,2,2,E,,,1,1,1,1,2
5,1,2,2,E,1.7,55.34,3,1,1,1,2
4,1,2,2,E,1.6,50.35,1,1,1,2,1
5,1,3,2,E,1.57,54.43,5,1,1,1,1
5,1,3,2,E,1.68,58.97,1,1,1,1,2
4,2,2,2,E,1.73,77.11,2,1,1,2,2
4,1,2,2,A   E,1.6,72.58,1,1,1,2,1
5,2,3,2,A   E,,,1,1,1,2,2
5,2,3,2,E,1.88,90.72,1,1,1,2,2
5,1,2,2,E,1.65,65.77,1,1,1,2,2
4,1,2,2,C E,1.6,51.71,1,1,1,2,2
5,1,3,2,E,1.65,58.97,1,1,2,1,2
5,2,2,2,E,1.83,81.65,1,1,1,1,2
5,1,2,2,E,1.6,58.97,1,1,1,2,2
5,2,3,2,E,1.85,63.5,1,1,1,2,2
5,1,3,2,E,1.55,61.24,1,1,3,1,1
5,2,2,2,E,,,1,1,1,2,2
5,1,3,2,E,1.73,72.58,1,1,1,2,2
5,2,3,2,E,1.78,61.24,1,1,1,1,2
5,2,2,2,E,1.9,87.09,1,1,1,2,2
4,1,2,2,E,1.57,45.36,1,1,1,2,1
6,1,3,2,E,1.7,54.43,1,1,3,2,2
5,2,2,2,E,1.68,90.72,5,1,3,1,2
7,2,4,2,E,,,1,1,1,2,2
5,2,2,2,E,1.83,96.16,1,1,1,2,1
5,1,2,1,A,1.65,108.86,1,1,1,1,1
6,1,4,2,C,1.6,53.07,1,1,1,2,2
5,2,3,2,E,1.8,59.88,1,1,1,2,2
4,1,2,2,E,1.68,52.16,1,1,1,2,2
4,2,2,2,E,1.75,79.38,1,1,1,2,2
6,1,3,2,E,1.6,54.43,1,1,1,2,2
6,2,,2,E,1.88,73.48,5,1,1,1,2
5,2,2,,E,,,1,1,1,2,2
4,1,2,2,A   E,1.6,49.9,1,1,3,2,1
5,2,3,2,E,1.83,63.5,1,1,1,2,2
5,2,3,2,E,1.83,61.24,1,1,1,2,2
5,1,2,2,E,1.6,54.43,1,1,1,2,2
4,1,2,2,E,1.68,54.43,1,1,1,2,1
5,2,3,2,E,1.78,58.06,1,1,1,1,2
5,1,2,2,A   E,1.5,48.99,1,1,1,1,1
5,1,2,2,E,1.65,68.04,1,1,1,2,2
5,1,3,2,,1.6,52.16,1,1,1,2,2
5,2,2,2,E,1.78,78.02,1,1,1,2,2
4,1,2,2,E,1.7,58.97,1,2,1,2,1
6,2,3,2,E,1.8,74.84,1,1,1,2,2
5,1,3,2,E,1.73,61.24,1,1,1,2,2
4,2,2,2,C,1.7,58.06,1,1,1,2,2
5,1,2,1,E,,,1,1,2,2,2
5,1,3,2,E,1.68,81.65,1,1,1,2,1
6,1,3,2,E,1.65,58.97,1,1,1,1,2
5,1,2,2,E,1.68,58.97,1,1,1,1,1
5,1,2,2,E,1.52,61.24,1,1,1,2,1
6,1,3,2,E,1.63,52.16,1,1,1,2,2
6,2,3,2,B,1.83,70.31,2,2,2,1,2
5,2,2,2,E,1.8,71.22,1,5,1,2,2
3,2,1,2,A,1.78,47.63,1,1,1,1,1
3,1,1,2,E,1.63,49.9,1,1,1,1,2
4,2,1,2,E,1.8,67.13,1,1,1,2,2
6,2,4,2,E,1.83,86.18,1,1,1,2,2
6,1,4,2,E,1.6,45.81,1,1,1,1,2
3,2,1,2,E,1.83,81.65,1,1,1,2,2
7,2,4,2,E,1.68,60.78,1,1,1,2,2
6,2,4,2,E,1.85,99.79,1,1,1,2,1
4,1,1,2,A,1.63,56.7,1,1,1,1,1
4,2,2,2,E,1.73,61.24,1,1,3,2,1
7,2,4,2,E,1.85,136.08,1,3,1,2,2
3,2,1,2,E,1.63,63.5,1,1,1,2,2
4,2,1,2,E,1.73,79.38,1,1,3,2,2
6,2,4,2,C E,1.88,83.92,1,1,1,2,2
7,2,4,2,B  E,1.65,54.43,3,1,1,1,1
3,1,1,2,E,1.65,45.36,1,1,1,2,2
4,2,1,2,E,1.78,63.96,1,1,1,1,1
6,2,4,2,E,1.83,95.26,1,1,1,2,2
7,2,4,2,A   E,1.85,107.05,1,1,3,2,2
4,2,1,2,E,1.78,68.04,1,1,1,2,2
4,2,1,2,E,1.78,61.24,1,1,1,2,2
3,2,1,2,B  E,1.73,54.43,1,1,1,2,1
3,2,1,1,E,1.73,77.11,1,1,1,2,2
5,2,1,2,A   E,1.73,61.69,1,1,1,1,1
7,1,4,2,E,1.52,52.16,1,1,1,2,1
6,2,4,2,A,1.83,65.77,1,1,1,2,1
4,2,1,2,E,1.8,62.6,1,1,1,2,2
3,2,1,2,E,1.7,54.43,1,1,1,2,2
7,2,4,2,E,1.7,48.99,1,1,1,1,2
4,2,1,2,E,1.65,72.58,1,1,1,2,2
6,1,4,1,E,1.6,71.22,1,1,1,2,2
7,2,4,2,E,1.55,63.5,1,1,1,2,2
3,2,1,2,E,1.7,65.77,1,,,2,2
3,1,1,1,E,1.57,51.26,1,1,1,2,2
6,1,4,2,E,1.68,59.88,1,1,1,2,2
4,2,1,2,B  E,1.78,90.72,1,1,1,2,2
6,2,4,2,E,1.85,127.01,1,1,1,2,2
3,2,1,2,D,1.78,63.5,1,1,1,2,2
7,2,4,2,E,1.7,68.04,1,1,1,2,2
7,1,4,2,A,1.65,97.98,1,1,1,2,2
7,2,4,2,E,1.85,111.13,1,1,1,2,2
3,2,1,2,E,1.88,70.31,1,1,1,2,2
3,2,1,2,E,1.83,68.04,1,1,1,1,1
7,2,4,1,E,1.7,58.97,5,1,1,2,2
4,2,1,2,E,1.63,44.45,1,1,1,1,2
6,1,4,2,E,1.73,61.24,1,1,1,2,2
3,1,1,2,B,1.57,43.55,1,1,1,2,2
7,2,4,2,A   E,1.78,54.43,1,1,1,2,2
6,2,4,2,D,1.8,64.41,1,1,1,1,2
6,2,4,1,D,1.78,63.5,1,1,1,2,2
4,1,1,2,A   E,1.75,81.65,1,1,2,1,2
6,2,4,2,E,1.93,136.08,1,1,1,2,1
7,1,4,2,E,1.68,72.58,1,1,1,2,2
6,2,4,2,E,1.75,78.93,1,1,1,2,2
3,2,1,1,A   E,,,3,1,1,2,2
7,2,4,2,E,1.83,83.92,1,1,1,2,2
7,2,4,2,E,1.9,108.86,1,1,,2,2
6,1,3,2,E,1.7,90.72,1,1,1,2,2
5,1,3,2,E,1.57,63.5,1,1,1,2,2
5,1,3,2,E,,,1,1,1,2,2
5,1,3,2,ABCD,,,1,2,2,2,1
5,1,3,2,E,1.6,58.97,1,1,1,2,2
4,2,1,2,E,1.8,88.45,1,1,1,2,2
7,2,4,2,E,1.88,67.59,1,4,1,2,2
7,2,4,2,E,1.85,86.18,1,1,1,1,2
3,1,1,2,E,1.57,58.06,1,1,1,2,2
6,1,3,1,E,1.63,52.16,1,1,1,2,2
4,2,1,2,E,1.65,49.9,1,1,1,2,2
6,1,4,1,,1.52,68.04,1,1,1,1,2
7,1,4,2,E,1.52,93.44,1,1,1,2,1
4,2,1,1,C,1.68,56.7,1,2,8,1,2
6,1,4,2,A,1.8,90.72,1,1,1,2,2
6,2,3,2,E,1.78,79.38,1,2,1,2,2
5,2,3,2,E,1.83,64.86,1,1,1,2,2
3,1,1,2,E,1.63,51.26,1,1,1,2,2
7,2,4,2,E,1.83,74.84,1,1,1,2,2
6,2,4,1,E,1.8,58.06,1,1,1,2,2
7,1,4,2,B,1.52,48.99,1,1,1,2,2
5,1,3,2,E,1.63,63.5,,1,1,1,2
4,1,2,2,A   E,1.63,63.5,1,1,1,2,2
3,1,1,2,A,1.65,57.61,1,1,1,2,1
4,1,2,2,E,,,1,1,1,1,2
4,2,2,2,E,1.9,106.6,1,1,2,1,2
3,2,1,2,E,1.55,45.36,1,1,5,1,1
4,1,2,2,E,1.63,47.63,1,1,1,1,1
5,2,2,2,E,1.65,58.97,1,1,2,2,2
3,1,1,2,E,1.75,51.71,1,1,3,1,1
3,1,1,2,E,,,1,1,1,2,1
4,2,1,2,E,1.78,63.5,1,1,2,1,1
5,2,2,2,E,1.65,61.69,1,1,1,2,2
5,2,2,2,E,1.85,99.79,1,1,1,2,2
4,2,1,2,E,1.85,65.77,1,1,1,2,2
5,2,2,2,E,1.85,108.86,1,3,1,2,2
5,2,2,2,E,1.8,56.7,1,1,1,2,2
3,1,1,1,E,,,1,1,1,2,2
4,1,2,2,A,1.73,54.43,1,1,1,2,2
4,2,2,2,A   E,1.73,58.97,3,3,1,1,2
4,2,1,2,E,1.75,62.6,1,1,1,2,2
4,2,1,2,E,1.9,65.77,1,1,3,2,2
4,1,1,2,E,1.75,63.5,1,1,1,1,2
6,2,2,2,AB,1.8,108.86,1,1,1,1,2
5,2,2,2,E,1.78,90.72,1,1,1,2,2
3,2,1,2,E,1.7,50.8,1,1,1,2,2
4,1,1,2,C E,1.6,48.54,1,1,3,2,2
3,1,1,2,E,1.68,48.99,1,1,2,1,1
3,1,1,2,E,1.63,50.8,1,1,1,2,2
5,2,2,2,A,1.68,49.9,1,1,1,2,2
3,1,1,2,E,1.7,58.97,1,1,1,2,2
4,1,1,2,E,1.63,68.04,1,1,1,1,2
4,1,1,2,E,1.6,79.38,1,1,1,2,2
5,2,2,2,E,1.78,56.7,1,1,1,2,2
4,1,1,2,E,1.65,57.15,1,1,2,2,2
4,2,2,1,E,1.75,70.31,1,2,4,1,2
4,2,2,2,E,1.78,79.38,1,1,1,1,1
3,2,1,2,E,1.73,74.84,1,1,1,2,2
4,2,1,2,E,1.83,79.38,1,1,1,2,2
5,2,2,2,A,1.78,104.33,1,1,1,2,2
4,1,1,2,E,1.63,58.97,1,1,1,1,2
3,1,1,2,A   E,1.7,68.04,1,1,2,1,1
4,2,2,2,E,1.75,68.04,1,3,1,1,1
5,2,2,2,B  E,1.68,67.59,1,1,1,2,2
4,2,1,2,E,1.83,69.85,1,1,1,1,2
5,2,2,2,E,1.88,92.08,5,1,1,2,2
4,1,2,1,,1.52,44,1,1,1,2,1
3,1,1,2,E,1.57,58.97,1,1,1,2,1
4,1,1,2,E,1.75,61.24,1,1,1,2,1
3,2,1,2,E,1.78,68.04,1,1,1,2,1
4,1,2,2,E,1.65,81.65,1,1,1,2,2
5,2,2,2,E,1.78,68.04,1,1,1,2,1
4,2,,2,E,,,1,1,4,,
4,2,1,2,E,1.75,63.5,1,1,1,2,2
3,2,1,2,A   E,1.73,59.88,1,1,2,2,1
4,2,2,2,A,1.78,81.65,1,1,1,2,2
4,1,2,2,A   E,1.63,68.04,1,1,1,1,1
4,1,1,2,E,1.57,63.5,1,1,1,2,1
4,2,1,2,E,1.7,97.98,1,1,1,2,2
4,2,2,2,E,1.8,60.33,1,1,1,2,2
5,2,2,2,E,1.83,61.69,1,1,1,2,1
3,1,1,2,E,1.75,56.7,2,1,3,2,1
5,2,1,2,E,1.75,52.16,1,1,1,2,1
4,1,2,2,E,1.65,78.02,1,1,1,1,2
4,2,2,2,E,1.8,71.22,1,1,1,2,2
3,2,1,2,E,,,1,1,3,2,2
4,2,1,2,A   E,1.68,52.16,1,1,1,2,2
3,2,1,2,A   E,1.73,85.73,1,1,1,1,1
,2,1,2,A C,,,1,1,1,2,1
4,1,2,2,E,1.63,49.9,4,1,1,1,2
5,2,2,2,E,1.8,61.24,1,1,1,1,1
3,2,1,2,E,1.7,53.52,,,,2,2
5,2,2,2,A   E,1.78,86.18,1,1,1,2,2
5,1,2,2,E,1.7,63.5,1,1,1,2,2
4,1,1,2,E,1.52,41.28,1,1,1,2,2
6,2,4,2,E,1.93,70.31,5,1,1,2,2
6,1,4,2,E,1.57,44.45,1,1,1,2,2
5,2,3,2,A   E,1.75,65.77,1,1,1,2,2
5,1,3,2,E,1.6,43.55,1,1,1,1,2
6,1,3,2,E,1.63,56.7,1,1,1,2,1
6,1,3,2,A,1.57,51.71,1,1,1,2,2
5,1,3,2,E,1.6,55.34,1,1,1,2,2
7,2,4,2,E,1.73,97.52,5,5,3,1,2
6,1,4,1,A,1.73,99.79,1,5,1,1,2
6,2,3,2,E,1.7,68.95,1,1,1,2,1
5,1,3,2,E,1.73,102.06,1,1,1,1,2
7,1,4,2,A   E,1.57,65.77,1,1,1,1,2
6,2,4,2,E,1.83,68.04,5,1,1,2,2
6,2,4,2,C E,1.73,63.5,1,1,1,2,2
6,1,4,2,E,1.75,72.58,1,3,1,1,2
5,,3,2,E,,,1,1,1,2,2
7,1,4,1,,1.73,55.79,1,1,1,2,2
6,1,4,2,E,1.68,81.65,1,1,1,1,2
6,1,4,2,A   E,1.7,52.16,1,1,1,1,1
6,1,4,2,E,1.6,56.7,5,1,2,1,1
6,2,3,2,E,1.65,48.08,1,1,1,1,1
6,2,4,2,E,1.88,67.59,1,1,1,2,2
6,2,4,2,E,1.8,122.47,1,1,1,2,2
5,2,3,2,E,1.78,61.69,5,1,1,2,2
5,,3,2,E,,,1,1,1,2,2
6,2,4,2,DE,1.78,70.31,1,1,1,2,2
7,2,4,2,B,1.83,72.58,1,3,1,2,2
7,2,4,2,A   E,1.75,97.52,1,1,1,2,2
7,2,4,2,A,1.8,79.38,1,1,1,1,1
6,2,3,2,A,1.83,80.74,1,1,1,2,1
6,1,3,2,E,1.68,57.15,1,1,1,2,2
7,2,4,2,E,1.96,77.11,1,3,2,1,2
7,2,4,2,E,1.85,75.75,1,1,2,2,2
5,2,3,2,E,1.83,81.65,1,1,1,2,2
6,2,3,1,,1.7,74.84,1,1,1,2,2
6,2,4,2,E,1.83,90.72,5,5,1,2,2
6,1,3,2,E,1.68,83.92,1,1,1,1,2
7,2,4,2,E,1.73,61.69,1,1,1,2,2
6,1,4,2,E,1.6,63.5,1,1,1,1,2
5,1,3,2,E,1.55,69.85,1,1,1,2,2
6,1,3,2,A   E,1.65,57.15,1,1,1,1,2
7,2,4,2,E,1.85,86.18,1,1,1,2,2
6,1,4,2,E,,,1,2,2,,2
7,1,4,2,E,1.7,61.24,1,3,3,1,2
6,1,3,1,C E,1.7,63.96,1,1,1,1,2
7,1,4,2,E,1.47,90.72,1,1,1,1,2
6,2,4,2,E,1.78,60.33,1,4,1,2,2
6,1,3,2,A   E,1.73,59.88,1,1,1,2,2
6,2,3,2,E,1.78,68.04,1,1,1,2,2
7,2,4,2,E,1.83,74.84,1,1,1,2,2
,2,4,1,,,,1,1,1,2,2
7,2,4,2,E,1.7,63.5,1,1,1,2,2
6,2,3,2,A,1.8,79.38,1,1,1,2,2
5,1,3,2,E,1.75,74.84,1,1,1,2,2
7,1,4,1,E,1.65,86.18,1,1,1,2,2
6,1,4,2,E,1.68,102.06,1,1,1,2,2
6,1,4,2,E,1.65,54.43,4,1,1,2,2
7,2,4,2,E,1.75,92.99,1,1,1,2,2
