q1,q2,q3,q6,q7,q66,q80,q84
6,1,4,1.57,56.7,4,5,5
6,1,2,1.6,76.2,5,6,4
7,2,4,1.9,77.11,2,5,1
5,1,1,1.5,50.35,3,8,3
6,1,3,1.35,77.11,3,8,2
6,2,3,1.7,68.04,3,8,4
5,2,2,1.68,58.97,2,6,2
7,2,4,1.9,68.04,3,7,1
7,2,4,1.88,94.35,3,2,1
6,1,4,1.73,81.65,3,6,3
6,1,3,1.73,83.92,3,6,5
4,1,1,1.65,57.15,4,,
5,1,3,1.68,58.97,3,6,4
6,1,3,,,3,6,4
5,2,2,1.73,65.77,3,8,1
7,1,4,1.75,99.79,5,8,5
7,1,4,1.73,123.83,5,6,3
5,,2,,,4,6,1
7,1,4,1.6,50.8,3,7,3
5,2,2,1.8,81.65,4,8,3
7,2,4,1.88,77.11,3,6,1
5,1,2,1.73,77.11,4,1,2
6,2,4,1.73,84.82,4,7,3
4,1,2,1.6,113.4,5,6,4
6,2,4,1.93,122.47,4,6,3
6,2,3,1.73,55.79,2,8,3
3,1,1,1.65,79.38,4,8,4
6,2,3,1.75,86.18,4,8,1
5,2,1,1.68,50.35,2,5,1
5,2,2,1.73,95.26,3,8,2
7,2,4,1.83,61.24,2,6,1
7,1,4,1.65,52.16,3,8,3
7,2,4,1.83,83.46,3,2,1
7,2,4,1.83,83.92,3,6,4
4,1,1,1.63,51.26,1,6,5
5,2,3,1.65,40.82,1,1,1
5,1,3,1.6,58.97,3,6,4
7,1,4,1.78,75.3,5,1,5
5,2,1,1.83,81.65,3,1,1
5,1,3,1.65,77.11,4,8,4
5,2,3,1.88,104.33,4,5,1
7,1,4,1.7,68.04,3,6,3
5,1,3,1.68,54.43,2,6,3
4,2,1,1.83,65.32,2,1,4
6,2,3,1.88,140.62,5,8,3
6,1,3,1.73,113.4,4,2,4
5,2,2,1.73,81.65,3,4,1
7,1,4,1.55,48.99,3,8,4
7,2,4,1.73,99.79,3,6,3
7,1,3,1.68,99.79,4,6,4
4,2,1,1.88,77.11,2,6,3
6,1,3,1.6,56.7,3,6,3
5,1,2,1.6,54.43,3,8,2
7,1,4,1.63,54.43,3,6,3
6,1,3,1.42,47.63,3,6,3
4,2,1,1.75,58.97,3,6,2
6,2,3,1.73,82.56,3,2,2
4,1,2,1.7,72.58,3,8,4
7,2,4,1.8,76.2,3,6,1
4,1,1,,,4,6,3
6,2,3,1.75,67.13,3,6,2
4,1,1,1.73,72.58,4,6,3
5,1,2,1.65,58.97,4,6,2
7,2,4,1.83,81.65,3,7,1
4,1,1,1.55,58.97,3,6,2
5,2,3,1.83,61.24,3,1,2
6,2,3,1.65,106.6,3,6,2
6,1,4,1.73,122.47,5,6,2
7,1,4,1.63,68.04,3,8,4
4,2,1,1.85,81.65,3,6,2
7,1,3,1.52,72.58,5,8,3
6,1,2,1.65,67.13,5,6,3
6,1,4,1.73,63.5,3,5,1
6,1,4,1.6,49.9,2,6,3
6,2,3,1.75,58.97,1,2,2
6,1,3,1.65,70.31,4,1,3
4,2,1,,,5,6,5
4,1,1,,,4,6,4
4,2,1,1.75,54.43,4,7,1
4,1,1,,,3,6,2
4,1,1,1.68,85.28,4,6,4
4,1,1,1.63,45.36,1,6,5
4,2,1,1.73,65.77,3,6,
4,1,1,,,4,8,3
3,2,1,,,3,6,5
4,2,1,1.63,63.5,3,7,4
3,1,1,1.68,53.98,2,8,5
3,1,1,1.6,45.36,3,2,5
4,1,1,1.75,61.24,3,4,1
4,2,1,,,3,8,2
4,1,1,,,3,4,
4,2,1,,,4,6,3
4,1,1,1.68,56.7,3,8,4
4,1,1,,,3,6,2
4,1,1,,,2,8,3
4,2,1,,,3,6,
3,1,1,1.63,54.43,3,8,3
4,2,1,1.5,62.6,,1,
4,2,1,,,3,6,3
4,2,1,1.55,45.36,2,5,3
4,1,1,1.6,54.43,3,5,1
3,2,1,,,3,8,5
4,1,1,1.57,51.71,3,6,2
3,2,1,1.75,87.54,5,8,5
3,2,1,1.68,56.25,3,8,2
3,1,1,1.6,74.84,4,8,3
4,2,1,1.73,58.97,3,5,2
4,2,1,1.83,76.2,3,6,1
4,1,1,1.63,72.58,4,1,3
3,2,1,1.85,106.6,4,5,3
6,2,1,1.73,92.08,3,6,3
4,1,1,,,4,,
5,1,3,1.7,98.88,4,6,4
6,1,4,1.7,52.16,3,8,4
6,1,3,1.65,76.66,4,6,4
7,1,3,,,,6,4
5,2,2,,,4,2,1
5,2,3,1.75,56.7,4,1,3
6,1,4,1.65,61.24,3,6,2
5,1,3,1.65,109.77,4,8,5
5,2,2,1.57,43.09,2,8,5
5,2,2,1.73,65.77,,,
5,2,3,1.9,63.5,2,6,3
6,1,3,1.63,83.92,4,6,4
4,1,2,1.6,52.16,,,
6,1,3,,,5,6,4
7,1,4,1.65,65.77,4,6,3
4,2,2,1.73,56.7,2,8,2
6,1,3,1.57,40.82,1,8,4
5,1,2,,,3,7,2
4,2,2,1.7,96.62,4,8,2
5,1,3,1.6,47.63,1,1,1
7,1,4,1.52,56.7,3,6,3
5,1,2,1.63,69.4,4,5,4
5,1,3,1.7,63.5,3,8,3
6,1,4,1.63,67.13,4,6,4
5,2,2,1.8,108.41,5,7,4
6,2,3,1.78,104.33,4,8,3
5,1,2,1.52,56.7,5,6,1
5,2,3,1.68,52.16,2,6,1
6,1,4,1.68,68.04,3,8,4
4,1,2,1.78,68.04,,,
6,1,3,1.55,55.79,3,6,1
5,2,2,1.73,83.92,4,6,2
5,1,3,1.63,65.77,4,8,4
4,1,2,1.5,50.35,2,6,5
6,1,3,1.65,49.9,2,6,4
5,2,2,1.85,72.58,,,
5,1,3,1.68,45.36,2,8,1
6,1,4,1.68,52.16,3,8,2
5,1,2,,,4,8,3
6,1,3,1.7,113.4,5,8,5
4,2,2,1.78,78.47,3,8,2
6,1,3,1.55,71.22,4,8,2
7,1,4,1.52,63.5,4,6,3
5,2,2,1.83,111.59,5,8,2
6,1,3,1.68,72.58,4,8,4
6,2,4,1.8,68.04,3,8,4
5,2,2,1.83,79.38,3,8,3
5,1,3,1.7,117.94,4,6,4
5,1,2,1.7,55.34,2,6,2
6,1,3,1.57,63.5,4,6,3
7,1,4,,,4,8,3
4,2,2,1.83,61.24,2,5,3
7,2,4,1.83,88.45,3,8,2
5,2,2,,,5,8,3
7,2,4,1.63,92.99,5,6,2
5,1,2,1.78,54.43,1,6,1
6,2,3,1.73,102.06,4,6,3
7,2,4,1.65,68.04,4,6,2
5,2,2,1.7,61.24,1,6,3
7,2,4,1.68,133.81,5,8,5
6,2,3,1.85,72.58,4,6,4
7,2,4,1.78,63.5,1,4,4
6,1,2,1.63,86.18,3,3,2
6,2,4,1.85,88.45,3,7,2
6,2,3,1.88,92.99,4,8,2
5,2,2,1.7,83.01,4,8,1
5,2,3,1.73,63.5,3,8,1
6,1,4,1.7,99.79,4,6,2
4,1,2,,,2,6,4
7,1,4,1.57,56.7,3,6,5
5,2,3,1.78,93.44,3,8,1
5,2,2,1.6,54.43,2,8,4
5,2,3,1.8,72.12,3,1,3
6,2,4,1.78,86.18,4,8,2
5,2,2,1.68,68.04,3,8,1
7,1,4,1.57,83.46,3,1,4
6,1,3,1.57,68.04,3,6,2
5,2,2,1.7,56.7,3,8,2
6,1,3,1.6,63.5,5,6,4
4,2,2,1.8,112.95,4,6,4
7,1,4,1.6,48.08,1,7,4
6,2,3,1.78,74.84,3,4,4
5,2,2,1.88,111.13,5,6,2
2,2,1,,,3,6,2
6,2,4,1.83,117.48,4,4,2
5,2,2,,,3,7,1
7,2,4,1.83,58.97,2,4,2
6,1,3,1.63,54.43,3,8,5
5,1,2,1.6,68.04,4,8,3
6,2,3,1.8,86.18,3,7,2
6,1,4,1.63,97.52,5,8,1
7,2,4,1.83,127.01,4,4,3
5,2,3,1.85,70.31,3,6,1
5,2,2,1.7,63.5,3,8,1
6,2,3,1.68,56.7,4,6,1
5,2,2,1.68,58.51,3,8,3
7,2,4,1.9,63.5,1,6,4
6,1,3,1.7,81.65,3,6,3
7,2,4,1.75,63.5,2,8,4
5,1,2,1.73,49.9,4,8,4
6,2,4,,,4,8,
6,1,3,1.57,56.7,4,2,3
5,1,2,1.68,68.95,3,8,4
6,1,3,1.65,65.77,5,6,4
5,2,2,1.73,63.5,3,3,4
7,2,4,1.85,90.72,4,,
6,1,3,1.57,44.45,2,8,3
6,1,4,1.68,62.14,3,6,1
4,1,2,1.63,50.8,3,6,2
6,1,4,1.57,47.63,2,8,3
5,1,2,1.6,53.52,4,8,5
6,1,4,1.55,60.78,3,,
6,1,3,1.57,61.24,3,6,3
6,2,3,1.85,90.72,3,4,3
7,2,4,1.78,86.18,3,8,5
5,1,2,1.65,58.97,3,8,3
7,2,4,1.73,56.7,2,7,2
6,2,3,1.7,69.85,2,8,3
5,1,2,1.57,49.9,3,2,3
7,2,4,1.78,74.84,3,6,3
6,,4,,,3,5,4
7,1,4,1.63,65.77,3,8,4
7,1,4,1.55,58.51,3,6,3
6,1,4,1.57,45.81,2,,
5,1,3,1.6,80.74,4,6,4
6,2,3,1.68,81.65,4,6,1
6,,3,,,5,8,5
5,2,3,1.85,63.96,2,8,3
6,1,3,1.68,56.25,4,6,2
6,2,3,1.83,70.31,3,6,4
6,2,3,1.7,65.32,3,6,2
5,2,3,1.8,136.08,5,4,2
7,2,3,1.8,88.45,4,8,4
5,2,3,1.9,72.58,3,7,1
7,1,3,1.75,90.72,4,8,4
6,2,3,1.78,70.31,3,5,1
6,1,3,1.73,112.95,5,6,4
6,2,3,1.85,97.52,4,6,3
4,1,1,1.57,54.43,3,6,2
4,1,1,1.7,68.04,3,8,4
5,2,2,,,3,6,1
4,2,1,1.83,69.85,3,6,3
5,1,2,1.75,108.86,4,6,4
5,2,2,1.8,102.06,4,6,4
5,1,2,1.63,49.9,1,6,4
6,2,2,,,3,4,3
5,2,1,1.68,70.31,4,2,1
6,2,2,1.75,113.4,4,8,4
4,1,1,1.57,50.35,3,8,4
4,1,2,1.6,49.9,4,8,4
4,1,2,1.65,44.91,1,7,5
5,1,2,1.57,63.5,4,4,3
4,1,1,1.63,48.99,3,8,3
5,1,2,1.57,52.16,3,6,4
3,1,1,1.55,43.09,3,5,1
6,2,2,1.8,90.72,4,1,2
6,2,3,1.88,111.13,2,4,2
5,1,2,1.73,61.24,4,8,2
3,1,1,1.73,63.5,3,6,3
6,1,2,1.68,54.43,3,1,5
4,1,1,1.68,49.9,2,6,1
5,2,2,1.63,47.63,2,6,4
4,1,1,1.6,73.48,3,8,3
5,1,2,1.6,44,2,8,4
4,1,1,1.75,52.16,2,1,5
5,1,2,1.63,55.34,3,8,4
3,2,1,1.7,91.63,4,2,3
6,1,2,1.65,63.5,1,8,3
3,2,1,1.83,106.6,4,8,3
5,1,2,1.63,49.9,2,6,4
5,1,2,1.63,78.47,3,1,2
6,1,2,1.6,88.45,5,8,4
7,2,4,1.9,99.79,3,5,3
6,2,3,1.75,86.18,4,7,3
7,1,3,1.6,90.72,5,8,1
5,1,3,1.68,58.97,3,8,1
6,2,3,1.9,65.77,2,7,3
5,1,2,1.6,52.62,3,6,4
7,2,4,1.7,74.84,3,6,2
5,2,2,1.6,104.33,4,8,4
7,1,4,1.7,72.58,3,8,3
4,1,2,1.6,49.9,2,6,3
7,2,3,1.73,88.91,3,7,1
5,1,2,1.75,86.18,4,7,2
7,1,4,1.6,89.81,4,8,4
6,1,2,1.78,106.6,4,8,4
6,1,3,1.57,58.97,3,8,5
7,1,4,1.68,61.69,3,6,2
7,1,3,1.55,56.7,3,6,5
5,1,2,1.57,56.7,4,8,5
6,1,3,1.57,54.43,3,6,5
5,2,2,1.75,68.04,3,8,2
6,1,3,1.57,61.24,4,8,4
5,2,2,1.65,68.04,5,6,4
5,1,2,1.63,47.63,2,8,5
6,1,2,,,,1,2
7,1,4,1.6,48.99,2,6,4
6,2,3,1.63,56.7,3,7,2
6,2,2,1.7,86.18,4,6,1
4,1,2,1.57,49.9,3,8,4
5,1,2,1.55,49.9,4,6,5
7,2,4,1.85,99.79,4,6,3
5,1,2,1.55,56.7,4,8,4
5,1,3,1.57,51.26,,,
5,2,2,1.83,68.04,3,8,5
7,2,4,1.85,79.38,3,6,4
5,2,2,1.68,54.43,3,6,4
5,2,2,1.78,79.38,4,,
5,1,1,1.75,54.89,2,8,4
6,1,3,1.7,67.13,5,6,5
6,1,3,1.78,85.28,4,4,3
6,1,3,1.55,48.99,3,8,4
6,1,3,1.6,81.65,2,6,4
4,1,2,1.65,68.04,5,8,3
5,1,2,1.6,51.71,2,7,1
4,2,1,1.75,72.58,3,8,2
5,1,3,1.63,60.78,4,8,4
6,1,4,1.57,74.84,4,6,3
3,1,1,1.6,65.77,4,6,4
6,1,3,1.68,97.52,4,6,3
5,2,2,1.9,94.35,3,5,2
6,2,2,1.75,74.84,3,6,2
4,2,1,1.8,67.13,3,8,2
5,1,3,1.73,55.34,2,8,3
7,2,4,1.78,65.77,2,6,2
7,1,4,1.68,61.24,3,6,2
4,1,1,1.65,52.16,2,6,4
6,1,3,1.57,54.89,3,8,3
4,2,2,1.75,61.24,3,1,2
5,2,2,,,3,1,1
3,1,1,1.63,56.7,4,5,3
7,2,4,1.7,67.13,3,8,4
6,2,4,1.88,68.04,3,8,3
4,1,1,1.6,63.5,5,1,4
6,2,3,2.01,129.28,4,6,5
5,2,2,1.8,72.58,4,5,2
5,2,2,1.78,77.11,3,7,2
4,1,1,1.63,56.7,3,1,1
6,,3,,,4,6,5
7,1,4,1.6,56.7,3,6,3
4,1,1,1.57,48.08,4,6,5
6,1,3,1.63,99.79,5,6,4
5,1,2,1.7,60.78,4,8,4
5,1,2,1.73,68.04,3,6,3
4,1,1,1.63,51.71,2,1,3
5,1,3,1.68,66.23,3,6,1
7,1,4,1.78,68.04,4,8,3
4,2,1,1.78,65.77,3,8,2
6,1,3,1.7,117.03,5,1,3
4,1,2,1.55,72.58,4,4,1
6,2,3,1.8,86.18,4,8,2
7,2,4,1.88,117.94,4,6,4
3,1,1,1.7,52.16,2,6,2
6,1,3,1.65,52.16,4,,4
5,1,2,1.6,47.63,3,6,4
5,2,2,1.7,68.04,3,8,1
4,1,1,1.63,54.43,3,6,3
6,2,3,1.83,135.63,5,8,1
7,1,4,1.63,115.67,5,8,3
7,2,4,1.75,54.43,1,6,4
6,1,3,1.78,86.18,4,8,3
5,1,2,1.55,56.7,4,8,4
5,2,2,1.83,74.84,3,8,2
3,2,1,1.78,56.7,1,4,4
6,2,3,1.78,77.11,3,6,2
6,1,4,1.68,69.4,3,8,5
7,2,4,1.78,84.37,3,1,3
4,2,1,1.9,94.8,4,1,2
6,2,3,1.96,81.65,5,1,4
4,2,2,1.9,86.18,4,6,2
4,1,2,1.68,74.84,4,5,3
4,2,1,1.65,61.24,3,6,3
7,1,4,1.6,49.9,3,8,1
7,2,4,1.83,71.67,3,5,3
4,1,1,1.52,78.02,4,7,3
6,1,3,,,3,6,2
5,1,2,1.7,59.42,3,7,4
3,1,1,1.6,44,1,6,4
4,1,2,1.75,53.98,3,5,2
4,1,1,1.52,106.6,5,8,4
7,1,3,1.78,154.22,5,8,4
7,2,4,1.88,87.54,4,5,1
4,1,1,1.65,70.76,3,1,1
6,1,3,1.68,58.97,3,6,4
5,1,2,1.57,43.09,3,1,4
5,2,2,1.68,49.9,1,4,4
4,2,1,1.63,72.58,3,6,4
5,2,3,1.83,70.31,3,6,2
4,1,1,1.63,54.43,3,1,1
7,1,3,1.55,49.44,3,7,5
5,1,2,1.57,47.63,3,6,3
4,1,2,1.7,77.11,5,6,4
4,2,1,1.68,58.06,3,1,3
6,1,3,,,3,8,1
6,2,4,1.68,72.58,4,6,3
7,2,4,1.8,95.26,4,6,4
4,1,1,1.63,58.97,3,7,3
5,1,2,1.52,47.63,3,1,3
6,1,2,1.57,72.58,4,6,3
5,1,1,1.5,57.15,3,6,4
6,2,3,1.68,103.42,5,6,4
5,1,3,1.7,58.97,3,6,3
4,1,2,1.6,49.9,3,6,2
6,2,3,1.83,75.75,3,8,5
7,2,4,1.68,63.5,2,4,3
6,2,4,1.9,61.24,3,8,4
4,2,1,1.7,74.84,3,8,5
6,2,3,1.85,92.99,2,7,2
5,1,2,1.63,65.32,3,7,3
5,1,2,1.75,81.65,4,8,4
3,1,1,1.52,54.43,3,6,4
6,1,3,1.55,61.24,3,8,3
6,2,4,1.6,90.72,5,6,1
4,1,1,1.6,49.9,3,6,2
6,1,3,1.57,57.61,3,6,3
5,1,2,1.6,61.24,3,8,4
5,2,2,1.85,65.77,1,6,3
4,2,2,1.7,72.58,3,6,2
6,1,3,1.63,54.43,3,8,3
7,1,4,1.73,130.64,5,1,2
7,1,4,1.57,76.66,4,8,2
4,1,1,1.63,60.33,,,
6,2,3,1.8,56.7,1,7,3
4,1,2,1.68,81.19,4,8,4
5,1,2,1.6,57.61,3,6,2
4,2,1,1.75,69.4,3,6,3
7,2,3,1.85,106.14,4,8,5
6,2,4,1.73,74.84,4,6,1
7,2,4,1.73,120.2,5,4,2
3,1,1,,,,1,4
5,1,3,1.73,61.24,4,8,4
4,1,2,1.63,49.9,2,7,4
4,1,2,1.73,54.89,3,8,3
4,1,1,1.57,60.78,3,8,3
6,2,3,1.8,83.92,3,7,1
7,1,4,1.63,68.04,4,6,4
7,1,4,1.63,54.89,2,6,3
3,1,1,1.6,58.97,3,8,3
6,2,3,1.73,76.2,3,4,2
5,1,2,1.65,47.63,1,8,1
6,2,3,1.8,77.11,4,6,3
4,1,1,1.63,95.26,5,8,5
5,2,3,1.83,76.66,2,8,3
7,1,4,1.4,46.72,3,8,4
7,2,4,1.75,97.52,4,8,2
3,2,1,1.75,49.9,2,1,4
5,2,3,1.88,81.65,4,6,3
4,1,2,1.63,65.77,5,6,5
4,1,2,1.63,54.43,3,6,3
4,2,1,1.85,87.54,4,5,5
4,2,1,1.57,40.82,1,6,3
5,2,3,1.7,62.6,3,7,4
4,1,2,1.63,59.88,3,,
4,1,2,1.73,58.97,2,6,3
4,2,1,1.65,61.24,3,3,1
6,2,3,2.03,114.31,3,8,1
6,2,4,1.73,90.72,4,6,3
6,2,4,1.83,74.84,3,6,2
5,2,2,1.75,79.38,3,1,4
5,2,3,1.78,78.47,3,6,3
6,2,4,1.85,81.65,3,3,5
6,2,3,1.83,106.6,4,5,2
7,1,4,1.6,49.9,2,,
7,2,4,1.83,104.33,3,1,1
7,2,3,1.8,66.68,2,6,5
7,2,4,1.75,70.31,3,6,1
7,1,4,1.73,63.5,3,4,4
5,1,3,1.6,54.43,3,2,5
6,2,4,1.85,67.13,1,7,
7,1,4,1.55,93.9,5,8,2
6,2,3,1.88,68.04,2,6,1
6,1,4,1.73,86.18,4,6,4
7,2,4,,,4,1,1
7,2,3,1.8,104.33,5,8,1
6,2,4,1.83,70.31,3,6,2
6,1,4,1.63,65.77,3,6,4
6,2,4,1.83,70.31,3,5,5
6,2,3,1.8,139.71,4,8,1
7,2,4,1.85,79.38,3,7,
7,1,4,1.55,38.56,1,7,5
6,1,3,1.65,81.65,3,1,4
7,2,4,1.8,79.38,3,8,3
6,2,4,1.83,74.84,2,8,1
5,2,3,1.78,65.77,3,2,2
7,1,4,1.65,54.43,1,6,
7,2,4,1.78,67.13,3,6,5
6,1,3,1.57,58.97,4,7,4
6,1,4,1.65,127.01,5,6,4
5,2,3,1.78,82.1,3,6,5
7,2,4,1.9,76.2,2,8,4
5,2,3,1.65,70.31,,,
7,1,4,1.63,92.99,4,8,4
6,2,3,1.88,81.65,4,6,5
7,1,4,1.6,52.16,2,6,2
6,1,3,,,4,4,4
6,2,4,1.6,54.43,4,2,4
6,2,4,1.83,86.18,3,6,2
7,2,4,1.9,103.87,3,2,1
6,1,4,1.63,65.77,3,8,3
7,1,4,1.57,58.06,2,8,2
7,2,4,1.78,71.22,3,8,1
6,2,4,1.88,122.02,4,1,2
5,1,2,1.63,45.36,4,8,4
5,1,3,1.63,70.31,3,8,5
4,2,2,1.85,72.58,2,8,1
4,2,2,1.7,56.7,2,8,1
4,2,2,1.7,53.52,2,6,3
6,2,3,1.9,97.52,4,5,3
4,1,2,1.7,55.79,4,6,3
6,1,3,1.7,75.75,4,6,4
5,2,2,1.78,72.58,3,6,3
5,2,2,1.83,71.67,3,6,2
5,2,2,1.9,113.4,4,8,2
6,2,3,1.75,63.5,2,7,2
6,2,3,1.78,88.45,4,8,4
7,1,3,1.65,54.43,1,8,5
6,1,2,1.6,70.76,3,8,4
3,2,1,1.73,79.38,3,1,2
6,2,2,1.83,83.01,3,8,1
4,1,2,1.57,99.79,5,,
4,1,1,1.55,58.06,4,8,
7,2,3,1.78,58.97,2,6,2
4,2,2,1.78,61.24,3,6,2
3,1,1,1.52,56.7,3,6,4
5,1,2,1.55,54.43,3,8,4
6,1,2,1.65,76.2,3,8,2
4,1,1,1.75,56.7,3,6,2
6,2,3,1.78,65.77,2,6,1
4,1,2,1.75,77.11,3,8,3
4,1,1,1.68,90.72,5,6,3
6,1,3,1.57,44.45,2,8,5
5,1,2,1.57,58.51,2,3,2
7,2,3,1.65,61.24,3,1,3
4,2,2,1.96,105.69,4,6,1
4,1,2,1.6,68.04,4,8,3
4,1,2,1.6,58.97,3,6,4
5,1,3,1.6,52.16,2,8,4
5,1,2,1.52,62.6,4,6,3
3,1,1,1.7,68.04,3,8,5
6,1,2,1.5,40.82,2,6,5
6,2,3,1.8,92.99,4,5,1
5,1,2,1.52,61.24,4,6,2
5,1,2,1.6,58.97,3,4,4
5,1,2,1.65,81.65,4,1,3
4,2,1,1.83,85.28,3,5,2
4,2,1,1.83,74.84,3,6,3
4,1,1,1.7,63.5,4,8,3
4,1,1,1.52,45.36,2,6,5
3,2,1,1.65,40.82,2,8,2
1,2,1,,,5,8,
4,2,1,1.65,68.04,3,8,2
4,2,1,1.83,52.16,3,6,3
5,2,1,1.68,58.06,2,4,1
3,1,1,1.6,56.7,2,8,2
4,2,1,1.78,61.24,3,1,1
4,2,1,1.73,67.13,3,1,1
4,2,1,1.7,45.36,1,6,3
4,1,1,1.65,60.78,3,8,4
4,1,1,1.6,54.43,2,8,4
5,2,1,1.75,79.38,3,2,1
5,1,1,1.63,44.45,3,6,4
4,2,1,1.63,43.09,1,8,3
3,1,1,1.63,63.5,3,4,4
7,1,3,1.6,81.65,4,6,3
6,2,3,1.75,59.88,2,6,2
6,1,3,1.6,61.24,4,6,5
6,1,3,1.73,95.26,4,6,3
4,2,1,1.6,72.58,4,8,3
6,2,3,1.78,87.09,4,1,3
4,2,1,1.75,55.79,1,8,3
6,1,3,1.63,68.04,4,6,4
6,2,3,1.63,78.02,3,8,4
5,1,2,1.65,63.5,4,6,3
4,2,1,,,3,8,
3,1,1,1.65,62.6,3,6,3
5,2,3,1.73,74.84,3,6,2
7,2,3,1.8,71.22,2,6,2
5,2,2,1.8,106.6,4,8,3
5,2,1,1.8,109.77,4,7,4
7,1,3,1.83,83.92,3,7,4
6,2,2,1.7,90.72,3,6,3
4,2,1,1.7,58.97,3,6,3
5,2,2,1.93,89.81,4,6,3
4,1,1,1.63,62.6,3,6,5
4,1,1,1.55,46.27,2,8,3
6,1,3,,,3,8,3
5,2,2,1.83,145.15,5,8,2
4,2,1,1.8,63.5,3,8,4
6,2,2,,,3,8,1
5,2,1,1.78,69.4,3,,
5,2,2,1.9,95.26,3,6,2
5,1,2,1.63,65.77,4,1,3
3,2,1,1.57,36.29,2,8,2
5,1,1,1.63,78.47,4,8,3
5,1,3,1.63,50.8,3,8,5
5,2,2,1.78,65.77,3,6,1
4,1,1,1.68,65.32,4,8,3
6,2,3,1.83,84.82,3,6,1
4,1,1,1.68,44.45,1,6,2
5,2,3,1.88,81.65,3,6,2
4,1,1,1.88,81.65,4,1,3
7,1,3,1.63,68.04,3,8,5
6,2,3,1.85,68.04,2,6,4
4,1,1,1.7,63.5,3,8,2
5,2,3,1.8,65.77,3,6,1
4,2,1,1.68,56.7,3,7,1
4,1,1,1.55,43.09,2,5,3
6,2,3,1.8,82.56,4,6,3
5,2,1,1.8,63.5,3,8,2
6,2,3,1.7,69.85,4,8,4
4,1,1,1.78,68.04,4,8,2
5,1,3,1.55,54.43,4,6,5
4,1,2,1.63,68.04,4,6,4
4,1,1,,,3,6,1
5,1,3,,,5,8,5
4,1,1,1.57,50.35,4,6,3
6,2,3,1.78,70.31,3,6,4
5,2,2,1.78,104.33,4,6,2
6,2,4,,,5,1,5
6,1,3,1.52,46.72,3,8,4
6,1,3,1.52,72.12,3,8,3
5,2,2,1.88,81.65,3,2,2
3,1,1,1.57,46.27,3,6,4
6,2,3,1.9,136.08,5,1,1
3,1,1,1.65,54.43,4,8,3
5,2,3,1.75,59.88,2,6,3
5,1,3,1.7,65.77,3,6,4
6,1,2,1.75,68.95,5,8,3
3,1,1,1.57,43.09,2,8,1
4,2,2,1.78,74.84,3,7,1
3,1,1,1.65,56.7,2,8,3
6,1,3,1.57,54.43,4,8,5
4,2,1,1.78,63.5,4,3,1
4,2,1,1.78,65.77,5,8,3
3,2,1,1.75,119.3,4,3,3
5,2,3,1.93,95.26,3,7,4
6,1,3,1.57,47.17,2,8,4
6,2,2,,,3,4,5
4,1,1,1.52,70.31,4,8,4
3,1,1,1.7,69.4,4,6,2
5,2,1,1.85,110.22,4,6,3
3,2,1,1.8,72.58,3,8,1
6,1,4,1.73,113.4,5,8,5
7,2,4,1.75,104.33,,,
6,2,4,1.98,119.3,3,8,4
4,2,2,1.73,83.92,4,8,1
4,1,2,1.6,68.95,4,8,4
6,2,4,1.73,83.92,4,6,4
7,1,4,1.65,81.65,4,8,4
5,2,2,,,5,8,5
6,2,4,1.8,96.62,3,6,2
5,2,2,1.73,83.92,4,6,4
7,1,4,1.63,97.52,5,4,3
4,1,2,1.65,54.89,3,2,3
4,2,2,1.68,52.16,2,6,2
4,2,2,1.78,77.57,4,1,2
7,2,4,1.78,63.5,2,8,1
7,2,4,1.8,104.33,4,7,1
5,2,2,1.57,61.24,3,2,1
6,2,4,1.88,90.72,3,5,1
4,2,2,1.78,55.34,3,7,1
7,2,4,1.73,90.72,4,6,3
7,2,4,1.75,72.58,3,8,1
5,2,2,1.9,83.01,3,,1
7,2,4,1.9,79.83,3,6,3
5,2,2,1.9,92.99,3,2,3
7,1,4,1.65,83.92,4,8,5
4,2,2,1.83,86.18,4,6,2
7,1,4,1.65,88,4,8,3
6,2,4,1.83,122.47,5,8,3
5,2,2,,,2,8,1
6,2,4,1.78,61.24,3,6,5
7,1,4,1.7,67.13,3,6,4
5,2,2,1.83,88.45,4,6,2
7,1,4,1.63,108.86,4,8,3
7,1,4,1.57,72.58,4,8,3
5,1,2,1.57,61.24,3,4,2
6,2,4,1.73,79.83,3,4,4
5,2,2,1.83,67.13,3,6,2
7,2,4,1.8,72.58,3,2,1
7,2,4,1.85,102.06,3,,
5,1,2,1.65,81.65,4,6,5
5,2,2,1.98,88.45,3,1,1
3,1,1,1.63,54.43,2,1,5
5,2,3,1.93,74.39,,,
3,2,1,1.65,61.24,3,8,
5,2,2,1.7,56.7,2,6,3
4,2,1,1.83,65.77,2,8,2
7,1,4,1.65,104.33,5,8,5
5,2,2,1.9,72.58,3,6,3
7,2,4,1.9,74.84,2,5,1
5,2,2,1.75,82.56,4,6,2
4,1,1,1.57,61.24,4,6,5
6,2,4,1.8,70.31,2,8,3
7,2,3,1.73,83.92,4,8,3
5,1,2,1.55,43.09,2,8,4
7,2,4,1.6,63.5,4,7,1
5,1,2,1.5,54.43,3,6,3
4,2,1,1.7,54.43,2,8,3
6,2,4,1.68,94.8,4,4,2
3,2,1,1.65,90.72,4,8,3
7,1,4,1.55,45.36,2,6,3
7,2,4,1.75,63.05,2,8,3
6,2,3,1.85,63.5,2,8,4
6,1,3,1.68,50.8,2,8,4
